advance,name,age,depth,track,profile,scope,role,modifier,stacking_family,engine_category,unit,ui_decimals,script_value,display_value,representative_baseline_impact,vanilla_advance_min,vanilla_advance_max,modifier_definition,historical_source
antq_third_century_rescript_bureaus_curriculum,Roman and Italic: Third Century Rescript Bureaus Curriculum,age_3_discovery,4,learning,roman_italic,roman_italic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_diocletianic_codex_practice_teachers,Roman and Italic: Diocletianic Codex Practice Teachers,age_4_reformation,1,learning,roman_italic,roman_italic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_diocletianic_codex_practice_catalogues,Roman and Italic: Diocletianic Codex Practice Catalogues,age_4_reformation,2,learning,roman_italic,roman_italic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_diocletianic_codex_practice_commentaries,Roman and Italic: Diocletianic Codex Practice Commentaries,age_4_reformation,3,learning,roman_italic,roman_italic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_diocletianic_codex_practice_observations,Roman and Italic: Diocletianic Codex Practice Observations,age_4_reformation,3,learning,roman_italic,roman_italic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_diocletianic_codex_practice_curriculum,Roman and Italic: Diocletianic Codex Practice Curriculum,age_4_reformation,4,learning,roman_italic,roman_italic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_theodosian_legal_compilation_teachers,Roman and Italic: Theodosian Legal Compilation Teachers,age_5_absolutism,1,learning,roman_italic,roman_italic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_theodosian_legal_compilation_catalogues,Roman and Italic: Theodosian Legal Compilation Catalogues,age_5_absolutism,2,learning,roman_italic,roman_italic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_theodosian_legal_compilation_commentaries,Roman and Italic: Theodosian Legal Compilation Commentaries,age_5_absolutism,3,learning,roman_italic,roman_italic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_theodosian_legal_compilation_observations,Roman and Italic: Theodosian Legal Compilation Observations,age_5_absolutism,3,learning,roman_italic,roman_italic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_theodosian_legal_compilation_curriculum,Roman and Italic: Theodosian Legal Compilation Curriculum,age_5_absolutism,4,learning,roman_italic,roman_italic,capstone,research_speed_modifier,research_speed_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_eastern_han_commentarial_schools_teachers,Han and East Asian: Eastern Court Commentarial Schools Teachers,age_2_renaissance,1,learning,han_east_asian,han_east_asian,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_eastern_han_commentarial_schools_catalogues,Han and East Asian: Eastern Court Commentarial Schools Catalogues,age_2_renaissance,2,learning,han_east_asian,han_east_asian,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_eastern_han_commentarial_schools_commentaries,Han and East Asian: Eastern Court Commentarial Schools Commentaries,age_2_renaissance,3,learning,han_east_asian,han_east_asian,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_eastern_han_commentarial_schools_observations,Han and East Asian: Eastern Court Commentarial Schools Observations,age_2_renaissance,3,learning,han_east_asian,han_east_asian,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_eastern_han_commentarial_schools_curriculum,Han and East Asian: Eastern Court Commentarial Schools Curriculum,age_2_renaissance,4,learning,han_east_asian,han_east_asian,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_three_kingdoms_technical_writings_teachers,Han and East Asian: Three Kingdoms Technical Writings Teachers,age_3_discovery,1,learning,han_east_asian,han_east_asian,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_three_kingdoms_technical_writings_catalogues,Han and East Asian: Three Kingdoms Technical Writings Catalogues,age_3_discovery,2,learning,han_east_asian,han_east_asian,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_three_kingdoms_technical_writings_commentaries,Han and East Asian: Three Kingdoms Technical Writings Commentaries,age_3_discovery,3,learning,han_east_asian,han_east_asian,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_three_kingdoms_technical_writings_observations,Han and East Asian: Three Kingdoms Technical Writings Observations,age_3_discovery,3,learning,han_east_asian,han_east_asian,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_three_kingdoms_technical_writings_curriculum,Han and East Asian: Three Kingdoms Technical Writings Curriculum,age_3_discovery,4,learning,han_east_asian,han_east_asian,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_jin_manuscript_culture_teachers,Han and East Asian: Jin Manuscript Culture Teachers,age_4_reformation,1,learning,han_east_asian,han_east_asian,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_jin_manuscript_culture_catalogues,Han and East Asian: Jin Manuscript Culture Catalogues,age_4_reformation,2,learning,han_east_asian,han_east_asian,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_jin_manuscript_culture_commentaries,Han and East Asian: Jin Manuscript Culture Commentaries,age_4_reformation,3,learning,han_east_asian,han_east_asian,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_jin_manuscript_culture_observations,Han and East Asian: Jin Manuscript Culture Observations,age_4_reformation,3,learning,han_east_asian,han_east_asian,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_jin_manuscript_culture_curriculum,Han and East Asian: Jin Manuscript Culture Curriculum,age_4_reformation,4,learning,han_east_asian,han_east_asian,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_northern_southern_textual_transmission_teachers,Han and East Asian: Northern Southern Textual Transmission Teachers,age_6_revolutions,1,learning,han_east_asian,han_east_asian,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_northern_southern_textual_transmission_catalogues,Han and East Asian: Northern Southern Textual Transmission Catalogues,age_6_revolutions,2,learning,han_east_asian,han_east_asian,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_northern_southern_textual_transmission_commentaries,Han and East Asian: Northern Southern Textual Transmission Commentaries,age_6_revolutions,3,learning,han_east_asian,han_east_asian,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_northern_southern_textual_transmission_observations,Han and East Asian: Northern Southern Textual Transmission Observations,age_6_revolutions,3,learning,han_east_asian,han_east_asian,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_northern_southern_textual_transmission_curriculum,Han and East Asian: Northern Southern Textual Transmission Curriculum,age_6_revolutions,4,learning,han_east_asian,han_east_asian,capstone,research_speed_modifier,research_speed_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XII
antq_kushan_buddhist_scholasticism_teachers,Indic: Kushan Buddhist Scholasticism Teachers,age_2_renaissance,1,learning,indic,indic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_kushan_buddhist_scholasticism_catalogues,Indic: Kushan Buddhist Scholasticism Catalogues,age_2_renaissance,2,learning,indic,indic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_kushan_buddhist_scholasticism_commentaries,Indic: Kushan Buddhist Scholasticism Commentaries,age_2_renaissance,3,learning,indic,indic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_kushan_buddhist_scholasticism_observations,Indic: Kushan Buddhist Scholasticism Observations,age_2_renaissance,3,learning,indic,indic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_kushan_buddhist_scholasticism_curriculum,Indic: Kushan Buddhist Scholasticism Curriculum,age_2_renaissance,4,learning,indic,indic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_sanskrit_courtly_synthesis_teachers,Indic: Sanskrit Courtly Synthesis Teachers,age_3_discovery,1,learning,indic,indic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XII
antq_sanskrit_courtly_synthesis_catalogues,Indic: Sanskrit Courtly Synthesis Catalogues,age_3_discovery,2,learning,indic,indic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XII
antq_sanskrit_courtly_synthesis_commentaries,Indic: Sanskrit Courtly Synthesis Commentaries,age_3_discovery,3,learning,indic,indic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XII
antq_sanskrit_courtly_synthesis_observations,Indic: Sanskrit Courtly Synthesis Observations,age_3_discovery,3,learning,indic,indic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XII
antq_sanskrit_courtly_synthesis_curriculum,Indic: Sanskrit Courtly Synthesis Curriculum,age_3_discovery,4,learning,indic,indic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XII
antq_gupta_mathematical_astronomy_teachers,Indic: Gupta Mathematical Astronomy Teachers,age_4_reformation,1,learning,indic,indic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XII
antq_gupta_mathematical_astronomy_catalogues,Indic: Gupta Mathematical Astronomy Catalogues,age_4_reformation,2,learning,indic,indic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XII
antq_gupta_mathematical_astronomy_commentaries,Indic: Gupta Mathematical Astronomy Commentaries,age_4_reformation,3,learning,indic,indic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XII
