tag,name,tier,kind,age,age_years,visible_cards,visible_total_points,visible_mean_points,visible_min_points,visible_max_points,opening_eligible_cards,opening_eligible_min_points,opening_eligible_max_points,status
MRN,Marwar-Nagaur Caravan Networks,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
MRN,Marwar-Nagaur Caravan Networks,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
MRN,Marwar-Nagaur Caravan Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MRN,Marwar-Nagaur Caravan Networks,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MRV,Sura-Volga Gorodets Culture,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
MRV,Sura-Volga Gorodets Culture,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
MRV,Sura-Volga Gorodets Culture,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
MRV,Sura-Volga Gorodets Culture,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
MRV,Sura-Volga Gorodets Culture,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
MRV,Sura-Volga Gorodets Culture,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MRW,Meramec-Missouri Woodland,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
MRW,Meramec-Missouri Woodland,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MRW,Meramec-Missouri Woodland,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MRW,Meramec-Missouri Woodland,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MRW,Meramec-Missouri Woodland,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MRW,Meramec-Missouri Woodland,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MSI,Marsigni,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MSI,Marsigni,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
MSI,Marsigni,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MSI,Marsigni,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
MSI,Marsigni,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
MSI,Marsigni,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MTS,Matsya-Dhundhar,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
MTS,Matsya-Dhundhar,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
MTS,Matsya-Dhundhar,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
MTS,Matsya-Dhundhar,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
MTS,Matsya-Dhundhar,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MTS,Matsya-Dhundhar,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MTT,Maitum-Sarangani Mortuary,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MTT,Maitum-Sarangani Mortuary,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MTT,Maitum-Sarangani Mortuary,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
MTT,Maitum-Sarangani Mortuary,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MTT,Maitum-Sarangani Mortuary,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MTT,Maitum-Sarangani Mortuary,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MUG,Mugilones,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MUG,Mugilones,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
MUG,Mugilones,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MUG,Mugilones,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
MUG,Mugilones,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
MUG,Mugilones,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MUN,Mundu,2,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
MUN,Mundu,2,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
MUN,Mundu,2,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
MUN,Mundu,2,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
MUN,Mundu,2,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
MUN,Mundu,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MUP,Mande Upland,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
MUP,Mande Upland,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
MUP,Mande Upland,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
MUP,Mande Upland,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
MUP,Mande Upland,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
MUP,Mande Upland,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MUS,Musulamii,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
MUS,Musulamii,3,sop,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
MUS,Musulamii,3,sop,age_3_discovery,92,42,8687.50,206.85,175.00,225.00,0,,,pass
MUS,Musulamii,3,sop,age_4_reformation,92,46,11762.50,255.71,225.00,275.00,0,,,pass
MUS,Musulamii,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
MUS,Musulamii,3,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
MYB,Moyobamba Foothill,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
MYB,Moyobamba Foothill,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MYB,Moyobamba Foothill,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MYB,Moyobamba Foothill,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MYB,Moyobamba Foothill,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MYB,Moyobamba Foothill,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MYL,Monyul Highlands,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
MYL,Monyul Highlands,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
MYL,Monyul Highlands,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
MYL,Monyul Highlands,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
MYL,Monyul Highlands,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MYL,Monyul Highlands,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MZC,Mezcala-Balsas Preurban,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
MZC,Mezcala-Balsas Preurban,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MZC,Mezcala-Balsas Preurban,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MZC,Mezcala-Balsas Preurban,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MZC,Mezcala-Balsas Preurban,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MZC,Mezcala-Balsas Preurban,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MZN,Late Belomorye Culture,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
MZN,Late Belomorye Culture,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
MZN,Late Belomorye Culture,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
MZN,Late Belomorye Culture,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
MZN,Late Belomorye Culture,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
MZN,Late Belomorye Culture,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
NAB,Nabataea,1,subject,age_1_traditions,95,35,3487.50,99.64,75.00,125.00,14,87.50,125.00,pass
NAB,Nabataea,1,subject,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
NAB,Nabataea,1,subject,age_3_discovery,92,39,8000.00,205.13,175.00,225.00,0,,,pass
NAB,Nabataea,1,subject,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
NAB,Nabataea,1,subject,age_5_absolutism,19,17,5200.00,305.88,275.00,325.00,0,,,pass
NAB,Nabataea,1,subject,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
NAG,Nagnatae,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
NAG,Nagnatae,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
NAG,Nagnatae,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
NAG,Nagnatae,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
NAG,Nagnatae,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
NAG,Nagnatae,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
NAR,Naristi,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
NAR,Naristi,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
NAR,Naristi,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
NAR,Naristi,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
NAR,Naristi,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
NAR,Naristi,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
NAZ,Nazca,3,country,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,13,100.00,125.00,pass
NAZ,Nazca,3,country,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
NAZ,Nazca,3,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
NAZ,Nazca,3,country,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
NAZ,Nazca,3,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NAZ,Nazca,3,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
NBR,Niah-Brunei Cave-River,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
NBR,Niah-Brunei Cave-River,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
NBR,Niah-Brunei Cave-River,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
NBR,Niah-Brunei Cave-River,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
NBR,Niah-Brunei Cave-River,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NBR,Niah-Brunei Cave-River,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
NCR,Cornavii,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
NCR,Cornavii,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
NCR,Cornavii,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
NCR,Cornavii,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
NCR,Cornavii,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
NCR,Cornavii,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
NEB,Northeast Borneo River-Sea Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
NEB,Northeast Borneo River-Sea Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
NEB,Northeast Borneo River-Sea Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
NEB,Northeast Borneo River-Sea Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
NEB,Northeast Borneo River-Sea Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NEB,Northeast Borneo River-Sea Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
NEM,Upper Neman Pottery,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
NEM,Upper Neman Pottery,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
NEM,Upper Neman Pottery,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
NEM,Upper Neman Pottery,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
NEM,Upper Neman Pottery,3,sop,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
NEM,Upper Neman Pottery,3,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
NGR,Negros Metal-Age,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
NGR,Negros Metal-Age,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
NGR,Negros Metal-Age,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
NGR,Negros Metal-Age,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
NGR,Negros Metal-Age,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NGR,Negros Metal-Age,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
NHC,Northern Highland,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
NHC,Northern Highland,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
NHC,Northern Highland,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
NHC,Northern Highland,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
NHC,Northern Highland,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NHC,Northern Highland,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
NHM,North Halmahera Metal-Age,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
NHM,North Halmahera Metal-Age,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
NHM,North Halmahera Metal-Age,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
NHM,North Halmahera Metal-Age,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
NHM,North Halmahera Metal-Age,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NHM,North Halmahera Metal-Age,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
NHR,Naharvali,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
NHR,Naharvali,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
NHR,Naharvali,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
NHR,Naharvali,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
NHR,Naharvali,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
NHR,Naharvali,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
NMS,Northern Satrapy of Mathura,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
NMS,Northern Satrapy of Mathura,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
NMS,Northern Satrapy of Mathura,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
NMS,Northern Satrapy of Mathura,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
NMS,Northern Satrapy of Mathura,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NMS,Northern Satrapy of Mathura,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
NNR,Hilleviones,2,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
NNR,Hilleviones,2,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
NNR,Hilleviones,2,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
NNR,Hilleviones,2,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
NNR,Hilleviones,2,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
NNR,Hilleviones,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
NOK,Late Nok Horizon,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
NOK,Late Nok Horizon,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
NOK,Late Nok Horizon,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
NOK,Late Nok Horizon,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
NOK,Late Nok Horizon,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
NOK,Late Nok Horizon,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
NOV,Novantae,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
NOV,Novantae,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
NOV,Novantae,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
NOV,Novantae,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
NOV,Novantae,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
NOV,Novantae,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
NSK,Nsukka-Lejja Ironworkers,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
NSK,Nsukka-Lejja Ironworkers,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
NSK,Nsukka-Lejja Ironworkers,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
NSK,Nsukka-Lejja Ironworkers,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
NSK,Nsukka-Lejja Ironworkers,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
NSK,Nsukka-Lejja Ironworkers,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
NVM,Narmada-Vindhya Megalithic Networks,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
NVM,Narmada-Vindhya Megalithic Networks,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
NVM,Narmada-Vindhya Megalithic Networks,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
NVM,Narmada-Vindhya Megalithic Networks,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
NVM,Narmada-Vindhya Megalithic Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NVM,Narmada-Vindhya Megalithic Networks,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
NYS,Nayarit Shaft-Tomb,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
NYS,Nayarit Shaft-Tomb,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
NYS,Nayarit Shaft-Tomb,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
NYS,Nayarit Shaft-Tomb,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
NYS,Nayarit Shaft-Tomb,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
NYS,Nayarit Shaft-Tomb,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
OHW,Northern Honshu,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
OHW,Northern Honshu,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
OHW,Northern Honshu,3,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
OHW,Northern Honshu,3,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
OHW,Northern Honshu,3,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
OHW,Northern Honshu,3,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
OLC,Orinoco-Llanos Ceramic,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
OLC,Orinoco-Llanos Ceramic,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
OLC,Orinoco-Llanos Ceramic,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
OLC,Orinoco-Llanos Ceramic,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
OLC,Orinoco-Llanos Ceramic,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
OLC,Orinoco-Llanos Ceramic,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
OMN,Omanitae,2,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
OMN,Omanitae,2,sop,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
OMN,Omanitae,2,sop,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
OMN,Omanitae,2,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
OMN,Omanitae,2,sop,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
OMN,Omanitae,2,sop,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
ONH,Oaxaca Northwest Highland,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
ONH,Oaxaca Northwest Highland,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
ONH,Oaxaca Northwest Highland,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
ONH,Oaxaca Northwest Highland,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
ONH,Oaxaca Northwest Highland,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
ONH,Oaxaca Northwest Highland,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
OPO,Opone,2,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
OPO,Opone,2,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
OPO,Opone,2,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
OPO,Opone,2,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
OPO,Opone,2,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
OPO,Opone,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
ORD,Ordovices,1,country,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,15,112.50,125.00,pass
ORD,Ordovices,1,country,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
ORD,Ordovices,1,country,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
ORD,Ordovices,1,country,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
ORD,Ordovices,1,country,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
ORD,Ordovices,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
OSR,Osroene,1,subject,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
OSR,Osroene,1,subject,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
OSR,Osroene,1,subject,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
OSR,Osroene,1,subject,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
OSR,Osroene,1,subject,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
OSR,Osroene,1,subject,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
OUE,Lower Oueme Forest,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
OUE,Lower Oueme Forest,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
OUE,Lower Oueme Forest,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
OUE,Lower Oueme Forest,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
OUE,Lower Oueme Forest,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
OUE,Lower Oueme Forest,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
PAR,Parthian Empire,1,country,age_1_traditions,95,48,4875.00,101.56,75.00,125.00,20,87.50,125.00,pass
PAR,Parthian Empire,1,country,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
