tag,name,kind,region,government_resolution,reform,programme_profile,programme_count,setting_tied_count,aptitudes,modifier_family_count,programmes,status
SMT,Samatata,sop,India,explicit_government_ledger,antq_bengal_riverine_community_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
HRK,Harikela,sop,India,explicit_government_ledger,antq_bengal_riverine_community_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
CNP,Chota Nagpur Megalithic Networks,sop,India,explicit_government_ledger,antq_eastern_megalithic_community_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
AMB,Ambari Horizon,sop,India,explicit_government_ledger,antq_eastern_hill_valley_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
DDV,Doyang-Dhansiri Valley,sop,India,explicit_government_ledger,antq_eastern_hill_valley_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
KJH,Khasi-Jaintia Highlands,sop,India,explicit_government_ledger,antq_eastern_hill_valley_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
UBR,Upper Brahmaputra Foothills,sop,India,explicit_government_ledger,antq_eastern_hill_valley_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
SDY,Sadiya Foothills,sop,India,explicit_government_ledger,antq_eastern_hill_valley_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
MYL,Monyul Highlands,sop,India,explicit_government_ledger,antq_himalayan_highland_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
SKM,Sikkim Foothills,sop,India,explicit_government_ledger,antq_himalayan_highland_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
IMV,Imphal Valley Networks,sop,India,explicit_government_ledger,antq_eastern_hill_valley_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
ANR,Anarta-Sarasvati Settlement Networks,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
LBR,Lata-Barygaza Trade Corridor,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
RKU,Rewa-Kantha Upland,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
SRS,Saurashtra Coastal Networks,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
KCH,Kutch Island-Coast Networks,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
MTS,Matsya-Dhundhar,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
CHB,Chambal-Gird,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
ABN,Ahar-Banas Highland,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
MRN,Marwar-Nagaur Caravan Networks,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
JGP,Jangladesh Pastoral Networks,sop,India,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
BGT,Banggai-Tomini Maritime,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_coastal_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
BNC,Bone-Cenrana Coastal,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_coastal_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
BGU,Bungku-Kendari Coast,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_coastal_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
BTM,Buton-Muna Island,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_island_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
LRP,Lore-Poso Highland,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_highland_mortuary_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
GRT,Gorontalo-Tomini,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_peninsula_community_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MKS,South Sulawesi Coastal,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_coastal_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
KRM,Karama Valley Metal-Age,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_river_lake_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MNH,North Sulawesi Peninsula,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_peninsula_community_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
LWM,Matano-Luwu Lake-Coast,sop,Southeast Asia,explicit_government_ledger,antq_sulawesi_river_lake_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
NHM,North Halmahera Metal-Age,sop,Southeast Asia,explicit_government_ledger,antq_north_maluku_metal_age_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
SHM,South Halmahera Metal-Age,sop,Southeast Asia,explicit_government_ledger,antq_north_maluku_metal_age_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
BER,Gaetuli,sop,Africa,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_berber_transhumance_cairns;antq_regprog_berber_foggara_water_turns;antq_regprog_berber_salt_slab_caravans;antq_regprog_berber_tumulus_ancestor_gifts,pass
MUS,Musulamii,sop,Africa,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_berber_transhumance_cairns;antq_regprog_berber_foggara_water_turns;antq_regprog_berber_salt_slab_caravans;antq_regprog_berber_tumulus_ancestor_gifts,pass
SLC,Basin South-Lake,sop,Mesoamerica,explicit_government_ledger,antq_mesoamerican_formative_civic_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_mesoamerican_milpa_seed_gourds;antq_regprog_mesoamerican_obsidian_core_shares;antq_regprog_mesoamerican_cacao_tribute_bundles;antq_regprog_mesoamerican_incensario_calendar_watches,pass
